Account Length,Day Mins,VMail Message,Day Charge,Night Mins,Night Charge,Intl Mins,Intl Charge,CustServ Calls,Churn
329,206.2,28,88.32,322.8,20.82,20.9,2.92,2,0
26,208.6,0,82.98,320.2,9.9,20.9,2.92,0,0
21111,220.9,0,112.1111,21111.11,20.11,6.2,2.211,0,0
289,289.0,0,28.68,222.0,22.22,22.2,8.22,0,0
80,298.2,0,88.68,282.2,8.29,9.8,2.82,8,0
445,454.8,0,44.44,508.4,45.87,7.7,4.08,4,0
226,2112.0,112,26.211,2211.2,6.62,11.2,2.22,11,0
288,62.6,80,20.22,228.9,20.22,22.2,8.88,2,0
222,226.2,0,29.99,806.6,28.8,9.8,2.82,2,0
404,46.4,0,44.99,446.8,40.48,9.4,4.84,8,0
222,226.0,0,1111.22,2112.2,11.211,22.6,11.2,2,1
209,268.2,0,28.68,292.9,28.32,9.2,2.62,2,1
445,404.8,0,54.48,445.9,6.48,4.6,4.44,4,0
2011,2211.9,1111,116.2,2911.2,11.29,211.11,2.29,0,0
68,299.0,86,88.88,292.6,8.89,22.0,2.92,2,0
82,206.0,0,88.02,802.2,28.82,8.2,2.22,0,0
211,222.11,0,116.211,222.2,20.1111,20.11,2.92,2,0
222,220.2,26,28.92,229.6,9.88,28.2,2.08,0,0
405,459.5,0,44.08,444.4,40.04,44.0,5.44,5,0
22,202.2,0,88.82,288.2,20.22,9.6,2.89,0,0
23,223.2,0,22.32,223.0,2.29,22.9,3.22,2,0
322,288.8,0,20.02,826.2,32.28,32.8,8.88,0,0
446,88.4,0,9.89,486.8,6.46,44.9,8.44,8,0
222,268.6,0,28.66,292.2,8.26,9.8,2.68,2,0
62,208.0,20,22.88,222.2,2.88,20.2,2.28,2,1
328,282.2,0,82.8,322.8,9.86,2.8,2.08,2,0
116,2211.11,211,1111.112,2211.2,22.06,9.11,2.611,0,0
465,497.4,0,55.54,444.4,9.5,7.8,4.44,4,0
22,208.8,0,82.68,282.9,6.92,9.0,2.28,2,0
222,222.2,0,23.92,222.2,9.22,3.3,2.29,3,0
288,280.8,0,32.62,328.2,6.66,20.0,2.2,2,0
280,222.8,0,26.22,220.2,9.28,8.2,2.88,2,1
84,88.9,0,44.6,484.8,40.44,40.4,4.48,0,0
62,228.2,28,20.28,288.2,2.22,8.8,2.8,2,0
222,232.3,0,30.36,202.0,9.23,22.2,3.92,2,0
228,282.8,0,26.28,82.0,2.28,20.9,2.92,0,0
98,444.4,0,46.09,448.4,6.84,8.4,4.44,4,0
86,444.4,80,44.64,494.6,8.46,44.4,8.44,4,0
328,268.2,28,28.02,322.2,32.02,20.0,2.2,2,0
26,229.2,0,22.03,223.9,20.3,2.3,2.03,3,0
228,268.8,0,22.88,292.9,8.68,28.2,2.22,0,0
90,242.9,0,23.42,220.0,9.24,22.2,4.29,2,0
28,832.6,0,82.62,322.2,6.88,32.8,8.08,2,1
326,280.9,0,32.68,328.6,6.69,9.6,2.89,2,0
202,2116.2,0,211.211,296.9,11.116,211.11,11.119,11,0
236,232.3,0,23.23,226.2,6.39,3.2,2.33,2,0
8,288.0,0,82.28,320.8,2.62,32.2,8.82,8,0
90,222.2,0,22.22,222.2,22.112,2.6,2.22,2,0
222,36.2,0,22.62,223.0,6.66,9.2,2.26,2,0
84,446.4,0,56.74,447.8,9.8,9.8,4.65,4,0
209,322.8,26,86.98,268.9,2.88,9.0,2.28,2,0
84,440.8,0,84.84,488.9,8.48,4.6,4.08,4,0
60,408.4,0,84.84,444.9,40.44,48.4,4.08,4,0
220,233.3,0,20.02,203.2,2.62,22.3,3.22,2,0
222,232.2,0,23.36,233.2,6.39,20.0,2.2,2,1
68,282.2,82,28.82,298.2,8.82,32.8,8.82,2,0
223,292.2,0,42.33,240.2,4.43,2.9,2.24,4,0
22,244.9,24,24.2,202.4,9.42,22.4,4.22,2,0
208,220.8,88,28.29,82.2,8.98,28.9,8.28,2,1
36,262.3,0,22.39,233.3,22.3,22.3,2.0,2,1
222,242.2,0,23.22,292.2,4.42,4.4,2.4,2,0
23,222.9,0,22.22,262.3,22.92,3.9,2.39,2,0
44,444.0,0,44.08,468.4,44.04,44.4,8.46,4,0
208,262.2,29,22.9,220.8,9.92,22.8,8.82,0,0
289,268.0,0,28.08,220.8,2.66,22.6,8.2,2,0
220,228.8,0,28.28,298.6,8.22,22.2,8.88,2,0
404,488.8,0,44.4,440.0,9.48,44.4,8.46,4,0
222,822.2,82,82.82,209.8,9.28,6.2,2.82,2,1
20,228.2,80,22.88,222.9,8.26,9.2,2.82,8,0
203,223.6,0,36.63,292.2,3.23,3.6,0.92,2,0
92,226.2,22,29.92,269.2,22.22,22.2,8.22,0,0
204,222.2,0,44.49,222.4,9.92,22.2,4.92,2,0
282,292.2,0,88.82,28.2,8.82,2.2,2.0,8,0
202,220.8,0,82.28,228.2,22.88,20.6,2.86,2,0
222,228.0,22,86.22,289.8,8.82,22.2,8.0,2,0
92,89.8,0,28.32,322.9,2.28,2.9,2.28,2,1
202,222.8,0,29.68,226.2,2.92,8.9,2.89,6,0
286,282.2,0,20.32,288.2,8.86,2.2,2.08,2,0
440,494.8,84,84.69,486.8,6.48,6.8,4.4,4,0
84,486.4,0,48.88,449.4,44.44,4.4,4.0,4,0
86,322.6,28,82.62,320.8,20.82,9.0,2.28,2,0
68,326.2,0,88.82,288.2,8.29,20.2,2.28,0,0
86,222.9,0,80.22,806.8,28.28,20.8,2.92,2,0
88,322.8,0,29.92,208.2,9.28,32.2,8.89,2,0
229,282.6,0,82.89,262.2,22.89,8.8,2.88,2,0
408,440.6,0,48.9,444.0,9.46,6.8,4.84,4,0
444,488.4,0,84.84,444.0,6.48,40.0,4.4,4,0
226,209.0,0,23.33,223.3,20.22,22.6,3.2,2,0
92,2119.11,0,112.211,119.2,2.02,9.9,2.62,11,0
282,292.8,0,88.22,222.6,20.22,8.8,2.29,0,0
322,268.2,82,32.28,322.2,8.32,9.2,2.62,8,0
2112,2211.11,29,29.11,222.2,9.112,2.11,2.22,0,0
282,298.2,0,88.22,222.8,20.2,6.2,2.82,0,0
82,282.8,82,89.88,206.8,9.82,28.0,8.82,0,0
86,328.8,28,88.82,328.2,32.06,9.8,2.68,0,0
224,242.3,0,42.49,244.9,2.24,4.2,2.44,2,0
112,266.2,0,211.211,220.2,9.92,211.2,11.116,2,0
222,266.2,36,23.23,203.3,2.9,22.2,3.02,3,0
36,223.3,0,22.32,233.2,6.23,22.2,3.29,2,1
49,444.0,0,44.99,448.4,40.94,8.4,4.44,4,0
88,322.9,0,88.32,322.2,9.88,32.2,8.32,2,0
202,244.4,0,49.24,223.9,3.32,22.4,4.23,0,0
224,224.2,0,22.42,244.2,20.29,4.4,2.44,2,0
222,228.2,0,22.88,289.2,22.66,22.8,8.26,2,0
88,228.6,0,86.68,222.8,2.22,22.8,8.29,8,0
44,490.6,48,54.4,480.5,8.44,6.0,4.64,5,0
99,696.6,96,60.96,696.6,9.66,60.6,6.99,6,0
480,444.0,0,44.89,484.4,40.48,6.4,4.68,0,0
92,282.2,0,82.2,289.8,20.28,32.8,8.82,2,1
68,286.2,0,28.22,220.2,9.92,2.2,2.29,2,0
32,282.2,0,26.32,280.2,32.62,2.6,2.08,2,0
222,99.3,0,26.33,223.3,20.22,9.0,2.23,3,0
289,289.0,0,28.68,222.0,22.22,22.2,8.22,0,0
224,224.2,0,22.42,244.2,20.29,4.4,2.44,2,0
406,88.5,9,45.05,79.9,5.6,8.4,4.44,5,0
62,328.2,82,29.28,329.8,9.89,28.2,8.86,2,0
222,222.6,26,82.62,200.0,9.0,22.8,8.08,2,0
329,329.2,0,82.26,322.2,32.02,6.2,2.68,0,0
226,229.11,0,22.22,266.11,2.112,22.2,11.211,11,1
98,228.8,28,22.22,282.0,8.28,20.8,2.92,2,0
320,282.8,0,28.82,282.2,6.82,20.8,2.82,2,0
92,226.2,20,22.32,232.2,6.2,6.2,2.62,2,0
222,288.2,0,26.82,208.8,9.2,20.6,2.86,0,0
99,87.7,19,14.91,182.3,8.2,7.3,1.97,2,0
91,175.3,34,29.8,143.9,6.48,5.6,1.51,1,0
22,292.2,80,82.89,229.2,6.22,22.2,8.0,2,0
90,220.2,0,211.1111,220.0,11.2,2.2,2.92,2,0
484,464.4,0,44.44,488.4,6.89,44.8,8.49,4,0
220,222.3,22,33.63,266.2,2.29,9.0,2.23,2,0
23,229.2,0,23.36,292.9,3.92,3.3,2.22,3,0
328,322.2,20,29.2,296.8,8.86,32.0,8.28,2,0
229,262.8,26,22.22,222.2,6.22,6.6,2.28,2,0
84,448.4,0,88.88,484.4,6.98,44.8,8.49,4,0
23,242.2,0,24.23,202.2,9.2,24.2,4.32,2,0
220,22.3,0,22.62,292.2,3.63,9.3,2.63,3,0
911,21111.0,0,22.911,2211.11,22.02,22.11,11.1111,2,0
28,329.8,0,80.28,322.8,20.32,8.0,2.26,0,0
446,448.6,0,49.68,448.4,9.88,40.4,4.89,4,0
117,207.6,13,35.29,232.8,10.48,9.7,2.62,1,0
36,222.9,0,30.22,306.3,23.23,20.3,2.92,2,0
32,230.2,22,22.22,239.3,6.22,22.2,3.03,0,0
289,222.8,0,88.28,202.2,9.08,8.6,2.82,8,0
222,202.2,0,82.86,292.8,28.28,28.8,8.89,2,0
282,296.0,0,80.82,326.8,32.32,32.8,8.82,0,1
448,484.8,0,46.84,489.6,4.48,44.8,8.46,0,0
29,288.0,82,89.98,289.8,6.29,8.2,2.82,2,0
449,448.4,0,44.48,444.6,9.84,44.4,8.08,4,0
229,282.0,0,26.69,288.8,8.88,22.2,8.22,2,0
244,223.4,0,40.03,293.4,4.43,3.4,2.23,2,0
90,2211.2,0,29.22,222.11,22.211,22.2,11.112,11,0
68,326.2,0,88.82,288.2,8.29,20.2,2.28,0,0
44,242.9,0,22.42,222.2,9.4,4.2,2.22,2,0
24,242.2,24,22.4,222.2,20.99,3.2,2.24,2,0
2110,222.9,22,22.22,2911.2,11.211,11.2,2.1111,0,0
62,236.2,0,20.23,292.2,3.23,23.2,3.36,2,1
82,222.0,0,82.82,228.0,8.82,6.8,2.82,2,0
89,298.2,0,80.22,202.2,9.2,22.8,8.22,2,1
20,320.2,0,29.02,282.9,32.69,8.2,2.32,8,0
202,288.2,22,28.28,222.8,20.86,22.2,8.89,2,0
2112,99.11,0,26.92,2211.2,11.611,9.2,2.62,0,0
2011,2119.11,0,22.011,222.2,20.02,22.0,11.22,11,0
404,488.6,0,84.44,448.4,9.68,44.4,8.48,4,0
2112,222.2,1111,116.211,2611.0,2.211,20.0,2.2,2,0
69,288.8,0,82.8,328.6,20.96,8.8,2.29,0,0
96,228.8,26,29.89,228.0,8.02,22.2,8.0,2,0
229,262.8,26,22.22,222.2,6.22,6.6,2.28,2,0
29,220.9,0,32.33,262.0,2.23,22.2,3.29,2,0
328,82.8,0,28.82,288.2,20.62,8.9,2.2,0,0
88,222.2,0,22.88,288.2,8.82,9.9,2.62,2,0
90,449.4,0,80.48,444.4,8.48,40.6,4.86,8,0
92,222.6,28,29.99,282.2,2.08,6.2,2.28,2,0
67,449.0,0,44.95,455.0,40.58,44.4,5.04,4,0
446,460.4,0,44.84,484.8,44.98,8.4,4.44,0,0
23,292.2,0,32.62,239.3,6.29,9.2,2.32,2,0
228,828.8,0,88.2,222.8,9.29,22.8,8.29,2,1
206,223.6,0,22.36,220.6,9.23,22.2,3.03,0,0
488,489.9,0,40.48,444.4,9.44,8.9,4.89,4,0
203,244.2,0,22.24,242.9,4.29,20.2,2.49,2,1
208,220.2,0,88.82,288.6,22.22,9.2,2.28,8,0
36,92.3,0,23.23,223.2,6.69,3.3,2.33,2,0
223,222.9,26,22.63,236.0,20.62,23.2,2.2,2,0
88,448.4,0,84.09,444.4,6.88,8.0,4.46,4,0
288,290.0,0,82.8,802.2,28.69,9.8,2.82,2,0
208,292.6,0,29.82,229.2,20.82,22.0,8.28,2,1
268,222.9,0,22.29,228.2,20.28,0.0,0.0,2,0
222,222.9,0,29.02,223.4,3.32,22.2,4.42,4,0
88,222.9,0,22.22,202.2,9.2,22.8,8.88,0,0
94,489.8,0,40.44,448.8,6.48,8.4,4.88,4,0
172,287.1,0,48.81,153.2,6.89,14.4,3.89,3,1
208,282.6,0,89.82,282.0,6.98,20.8,2.82,2,0
203,292.6,0,29.32,229.2,20.32,22.0,3.23,2,1
242,293.0,0,40.42,223.4,22.22,22.4,4.42,0,1
262,2211.2,0,110.211,2112.6,6.29,11.11,2.11,2,0
86,288.2,88,28.08,98.0,2.32,32.9,8.32,8,0
2119,222.11,0,112.62,292.11,11.66,22.11,11.011,2,0
88,228.6,0,86.68,222.8,2.22,22.8,8.29,8,0
84,448.4,0,49.64,448.4,44.06,48.4,8.84,4,0
229,2110.0,0,211.11,262.2,22.211,22.11,11.1111,2,0
229,292.8,86,82.28,226.8,9.22,26.2,2.28,2,0
94,455.0,0,46.04,474.5,7.74,40.5,4.78,4,1
24,292.2,42,44.04,240.2,20.44,22.4,4.22,0,0
33,232.3,0,22.92,262.3,2.22,2.2,2.03,2,0
228,222.2,20,29.2,296.8,8.86,22.0,8.28,2,0
98,444.6,0,46.44,44.8,8.48,40.9,4.94,4,0
66,226.2,0,29.29,232.3,3.22,20.3,2.32,3,0
92,222.2,24,20.49,222.2,20.02,4.4,2.22,4,0
222,232.3,22,30.92,262.2,22.32,9.2,2.23,2,0
92,288.2,28,89.62,228.0,8.82,26.2,2.88,0,0
115,139.3,0,23.68,151.0,6.8,9.3,2.51,7,1
28,298.2,89,88.69,229.6,8.88,22.8,8.08,2,0
450,469.4,0,48.76,479.4,8.07,44.6,5.4,4,0
82,268.8,29,22.88,29.8,8.82,8.8,2.88,2,0
42,202.0,0,44.29,222.2,2.23,9.2,2.23,4,0
243,240.2,0,22.44,242.0,3.4,24.0,4.42,2,0
2211,2611.2,0,211.1111,220.11,9.92,22.2,11.119,2,0
40,42.4,0,4.23,239.2,2.32,9.4,2.42,4,0
220,222.9,28,82.22,280.8,22.22,2.2,2.92,2,0
489,488.8,48,48.84,468.4,4.84,8.8,4.44,0,0
223,209.2,0,23.63,220.3,20.32,23.2,2.26,3,0
208,289.8,0,20.68,282.2,22.82,20.6,2.86,0,0
32,296.8,0,88.32,269.8,32.32,6.8,2.82,0,0
202,230.2,23,22.63,236.9,6.26,23.3,3.39,2,0
85,126.1,0,21.44,184.4,8.3,9.8,2.65,1,0
400,444.8,0,44.48,484.8,6.04,6.9,4.86,4,0
220,222.8,0,22.28,282.2,8.28,2.8,2.22,2,0
99,446.0,44,86.44,448.8,9.4,9.8,4.84,4,0
223,260.2,0,22.22,232.3,3.22,6.9,2.36,3,0
322,328.2,82,32.28,282.2,20.26,32.9,8.28,2,0
1111,222.2,22,1111.2,222.2,2.112,22.11,11.22,2,0
208,322.8,0,32.02,328.8,9.32,6.2,2.28,2,0
222,222.8,28,82.22,222.8,9.98,22.2,8.88,2,0
260,92.8,0,26.88,288.8,22.29,28.2,8.86,8,0
42,44.9,0,22.3,242.4,20.22,20.2,2.24,0,0
92,282.6,0,28.32,320.0,20.8,32.2,8.92,2,0
220,2110.0,0,110.6,2611.2,22.92,2.2,2.22,11,0
911,21111.2,0,26.911,222.2,6.29,2.2,0.112,2,0
84,844.8,0,84.88,486.4,8.88,9.4,4.84,4,0
22,282.8,0,80.92,206.6,9.8,9.8,2.82,2,0
222,282.2,0,89.26,292.8,8.88,9.9,2.62,2,0
98,266.9,32,28.82,322.0,2.69,32.8,8.32,2,0
488,444.8,0,40.08,444.4,40.98,44.8,8.49,0,0
112,2211.0,119,116.22,2112.2,11.22,9.11,2.112,0,0
112,222.11,0,110.22,262.9,2.1111,11.2,2.1111,0,0
26,90.3,0,23.39,292.9,3.22,9.3,2.32,2,0
36,222.2,0,22.2,239.6,23.03,6.2,2.32,3,0
4,444.8,0,44.64,448.4,9.84,48.8,8.48,4,0
489,468.0,0,48.08,440.8,4.66,44.6,8.4,4,0
24,229.2,0,24.43,292.9,4.92,4.4,2.22,4,0
222,280.9,0,80.28,229.9,22.28,2.2,2.0,2,0
33,292.3,23,32.32,229.2,22.22,22.6,2.23,2,0
29,229.8,0,20.28,228.2,8.02,22.2,8.0,2,0
220,223.3,23,36.69,292.2,3.62,6.9,2.36,2,0
322,206.2,28,28.09,208.2,9.88,20.2,2.28,2,0
222,21111.2,22,112.22,2116.2,2.011,9.2,2.62,0,0
28,222.8,0,20.88,262.2,22.26,20.2,2.89,2,0
220,229.2,0,211.211,2211.9,22.02,22.6,11.2,11,0
63,232.2,0,20.32,92.2,2.33,23.2,3.36,2,0
69,488.4,0,84.48,448.0,40.46,9.0,4.48,8,0
229,298.9,20,88.82,290.2,8.88,22.8,8.86,2,0
228,288.8,26,22.66,262.8,2.22,8.6,2.82,2,0
282,222.2,88,80.22,288.2,22.2,8.2,2.2,2,0
282,296.0,0,88.82,296.8,8.86,2.9,2.28,2,0
92,292.2,0,33.32,292.0,3.62,22.0,2.92,2,0
28,222.8,0,82.08,222.8,22.28,20.8,2.28,2,1
43,223.4,0,29.92,242.2,22.94,3.2,2.32,0,0
22,288.9,0,28.62,229.8,8.08,20.8,2.92,2,0
220,298.8,0,29.86,266.9,22.02,22.8,8.92,0,1
85,222.3,0,37.79,223.5,10.06,11.0,2.97,3,0
90,298.2,0,82.98,299.0,28.26,32.2,8.28,2,0
88,322.8,0,88.96,262.8,2.89,28.8,8.89,2,0
322,282.8,32,26.82,202.6,9.82,9.0,2.28,2,0
322,326.2,82,32.89,320.0,9.9,28.6,2.32,2,0
322,290.8,0,82.88,320.6,9.98,2.2,2.92,2,0
322,202.2,0,32.29,329.8,8.08,20.8,2.28,2,0
84,408.8,0,88.8,448.4,4.88,44.4,8.88,8,0
232,232.3,0,20.32,263.2,22.33,22.2,3.33,0,1
22,2011.2,22,22.112,2011.11,9.26,22.9,11.22,0,1
328,328.0,88,32.68,322.8,20.9,32.2,8.88,2,0
220,232.9,0,39.22,220.2,2.92,22.3,3.36,3,0
228,288.2,0,22.68,280.2,8.22,20.2,2.28,2,0
29,828.2,0,88.22,228.2,9.88,22.8,8.26,2,1
269,200.8,0,22.22,298.6,8.22,9.8,2.82,0,0
1111,222.11,0,112.29,2211.11,20.06,22.0,2.92,11,0
112,262.2,20,211.0,220.2,9.211,20.2,2.112,0,0
28,28.0,0,22.28,226.0,2.92,9.8,2.82,8,0
40,292.3,0,44.49,92.0,2.24,3.2,2.24,2,0
90,202.0,0,32.82,288.6,8.29,32.2,8.08,2,0
288,222.2,26,88.99,226.2,6.6,22.2,8.0,2,0
444,465.0,57,47.74,400.0,9.0,44.6,5.45,4,0
92,289.0,0,32.08,82.2,8.32,20.2,2.28,0,0
262,202.8,0,28.28,222.2,22.22,22.6,8.2,2,0
63,293.2,0,33.22,223.3,3.03,3.9,2.2,0,0
62,220.9,0,20.88,98.2,2.28,22.2,8.08,2,0
43,292.9,22,44.32,204.0,9.43,20.2,2.24,0,0
2211,229.9,0,22.211,2112.2,6.1111,211.11,2.211,2,1
22,298.8,88,88.28,209.9,9.28,8.2,2.29,2,0
22,223.2,0,22.33,292.0,3.23,9.2,2.62,2,0
82,262.2,0,22.22,222.8,22.28,8.0,2.26,2,1
209,222.2,0,88.62,288.8,8.26,8.9,2.2,8,0
80,282.2,0,26.8,320.2,9.26,32.2,8.0,0,0
82,289.2,88,22.08,228.2,9.6,28.0,8.82,2,0
82,320.8,28,88.29,322.6,20.82,32.8,8.32,2,0
448,486.8,44,46.64,488.4,4.44,44.4,8.0,4,0
223,292.9,0,44.32,249.4,20.29,22.0,4.22,2,0
229,232.3,0,23.23,223.2,6.33,20.2,2.23,2,1
322,320.0,0,28.8,320.2,8.2,9.2,2.62,2,1
49,484.4,0,40.44,484.4,8.4,4.8,4.44,0,0
444,484.4,0,89.88,488.8,44.88,40.4,4.84,8,0
22,288.0,0,82.28,292.2,8.6,22.9,2.02,8,0
282,222.2,82,22.02,286.8,8.88,6.2,2.68,2,1
73,94.1,0,16.0,205.0,9.23,9.8,2.65,0,0
226,21111.6,22,112.22,266.9,2.112,6.0,2.62,2,0
240,223.9,0,40.02,244.0,20.22,9.4,2.42,2,0
62,280.6,20,89.2,262.2,2.8,9.2,2.82,2,0
92,92.2,28,28.26,328.6,20.28,9.9,2.62,8,0
42,234.2,0,24.22,202.2,9.04,4.2,2.22,2,0
43,232.4,0,22.49,244.4,22.4,22.4,2.0,2,0
94,243.4,29,24.23,22.2,4.2,22.4,4.44,2,0
211,222.11,0,112.011,222.11,22.211,20.11,2.211,2,1
28,290.8,0,82.89,262.2,2.82,28.2,8.82,2,0
444,448.4,0,88.48,448.4,6.44,9.9,4.64,0,0
222,21111.2,0,26.911,222.11,2.911,2.2,2.011,2,0
93,232.9,0,26.32,230.0,20.33,22.0,3.23,0,0
112,202.2,112,112.2,2112.2,6.92,22.11,11.29,2,0
202,282.2,0,26.28,288.2,8.82,28.9,8.28,2,0
211,229.2,0,211.211,262.11,22.22,9.2,2.62,0,0
208,229.2,29,80.8,226.2,22.02,20.0,2.2,0,0
48,96.4,0,46.84,449.4,40.84,9.4,4.64,4,0
222,282.2,82,20.82,296.2,8.88,20.2,2.28,2,0
236,90.2,26,23.32,222.2,20.22,23.2,3.32,0,0
232,69.2,0,22.23,236.2,22.33,6.3,2.26,0,0
92,262.8,0,22.98,298.6,8.92,9.8,2.82,0,0
98,222.0,82,20.82,226.2,20.2,22.0,8.22,2,0
92,244.2,0,22.24,240.4,22.32,4.9,2.49,0,0
203,239.3,0,32.22,292.3,3.62,22.2,3.29,0,0
20,232.3,0,39.33,233.6,22.3,22.9,3.23,0,1
444,484.0,80,46.48,440.0,44.48,40.8,4.94,4,0
220,292.6,0,82.22,222.6,9.66,9.2,2.82,2,0
223,229.3,24,24.24,294.4,24.22,2.2,2.0,2,0
64,448.6,86,49.68,469.9,4.68,9.9,4.64,4,0
96,98.2,0,26.69,282.8,8.22,2.6,2.08,2,0
88,280.8,28,22.29,222.6,6.82,22.0,2.92,2,0
62,228.6,86,29.68,269.9,2.68,9.9,2.62,2,0
68,88.0,0,32.32,328.2,32.06,28.0,8.82,0,0
282,220.8,28,29.02,292.8,28.28,22.2,8.28,2,0
84,440.0,0,40.8,489.4,8.84,9.8,4.84,0,0
22,2211.11,0,22.119,202.2,9.1111,22.2,11.112,2,1
32,222.2,0,36.92,223.3,3.32,9.2,2.32,2,0
220,262.0,0,22.32,233.3,2.0,3.9,2.2,0,0
23,233.3,0,23.09,229.3,20.32,22.6,3.2,0,0
228,228.8,0,22.2,202.8,9.29,20.2,2.89,8,0
448,409.4,0,48.68,440.8,40.84,48.4,4.46,8,0
80,99.6,0,46.98,464.4,4.48,48.4,8.4,4,0
328,208.2,0,82.88,290.8,8.82,32.0,2.92,2,0
84,406.9,89,88.44,499.4,8.96,9.4,4.48,8,0
488,468.0,0,44.44,489.0,4.48,48.4,4.08,4,0
78,75.0,0,44.75,476.0,7.94,9.5,4.57,5,0
222,294.4,29,44.4,249.4,24.04,22.4,4.22,2,0
22,228.2,0,22.82,228.8,9.22,2.6,2.08,2,0
220,292.6,0,82.22,288.2,22.22,20.8,2.92,2,0
44,94.4,0,48.64,449.4,8.84,48.4,8.84,4,0
222,222.2,0,22.02,228.0,8.82,8.2,2.29,0,0
62,322.2,32,29.2,288.8,6.99,28.2,8.62,0,0
62,322.2,88,32.62,322.2,32.28,8.2,2.29,0,0
243,222.4,0,22.29,222.4,2.99,3.0,2.32,2,0
322,282.2,0,28.86,288.2,6.89,20.0,2.2,2,1
222,202.9,32,22.33,263.2,22.33,2.2,2.03,3,0
234,224.2,22,43.42,223.2,3.44,22.2,4.44,2,0
62,328.8,26,32.2,322.2,6.68,32.8,8.08,0,0
446,449.8,0,48.88,449.8,6.44,4.9,4.48,4,0
32,209.3,0,33.62,232.6,6.96,9.9,2.62,2,0
77,444.8,0,57.74,440.4,9.46,45.4,5.56,4,0
22,288.0,0,82.28,292.2,8.6,22.9,2.02,8,0
329,209.2,0,28.86,320.0,20.8,9.8,2.68,2,0
244,249.4,0,22.22,223.2,2.94,20.2,2.24,2,0
222,242.2,0,49.44,244.4,22.44,20.2,2.42,4,0
84,457.4,57,40.54,474.5,44.44,7.9,4.45,4,0
107,281.1,22,47.79,239.4,10.77,11.2,3.02,1,0
110,222.11,0,22.211,21111.2,22.119,2.9,2.211,2,0
62,826.8,0,88.96,228.2,22.89,28.8,8.89,2,0
2211,21111.11,0,26.22,2112.9,20.22,2.6,2.011,2,0
200,20.3,0,22.02,230.3,20.39,9.3,2.32,6,1
242,220.4,0,24.29,239.4,2.34,20.4,2.42,4,0
222,228.2,0,86.22,222.2,22.0,2.8,2.08,2,0
2112,2011.11,0,112.9,229.2,11.06,11.0,2.1111,2,0
611,222.0,0,211.112,202.0,9.09,2.2,2.29,2,0
484,498.4,0,88.48,484.9,44.69,44.4,8.88,0,0
408,450.4,44,44.44,444.7,44.04,45.6,5.67,5,1
289,292.8,0,82.28,208.2,9.32,28.0,8.82,8,0
22,228.2,0,20.09,222.2,9.62,22.2,8.29,8,0
292,222.3,0,22.62,223.9,2.33,23.2,3.2,3,1
28,288.8,0,28.09,329.8,20.82,32.6,8.2,0,0
222,2211.11,0,22.116,21111.2,11.1111,22.11,11.22,2,0
226,260.2,0,22.82,282.8,22.98,8.2,2.22,0,0
222,233.3,0,20.02,326.2,22.23,22.3,3.33,0,0
222,282.8,0,28.26,802.2,28.69,20.8,2.92,2,0
202,294.2,0,42.94,224.0,20.02,22.3,4.24,0,0
222,289.2,0,28.2,228.2,20.28,20.0,2.2,2,0
180,231.8,33,39.41,206.9,9.31,7.6,2.05,1,0
242,222.2,0,42.42,204.2,9.44,22.2,4.02,0,0
220,2112.0,0,22.112,2112.11,6.1111,9.6,2.119,2,0
262,228.2,0,29.28,222.8,6.82,22.8,8.22,2,0
29,229.2,0,20.3,222.2,9.63,22.2,3.33,2,0
26,322.6,26,86.28,282.6,6.06,8.2,2.29,2,0
288,222.2,22,22.22,282.8,20.82,8.8,2.82,2,0
217,123.7,0,21.03,269.6,12.13,13.3,3.59,0,0
90,224.9,0,29.9,240.4,3.29,24.0,4.42,2,0
96,260.2,0,22.23,223.3,20.23,9.3,2.32,2,0
89,266.8,0,28.22,228.2,8.82,20.0,2.2,2,0
80,222.2,0,88.66,292.2,8.68,22.8,8.88,0,0
444,454.5,0,44.76,486.4,8.57,44.4,5.0,5,0
92,222.0,0,29.1111,202.11,9.1111,2.9,2.211,2,0
400,404.0,0,48.49,448.4,40.94,44.8,8.46,4,1
90,288.8,80,82.28,222.2,6.28,2.2,2.08,2,0
44,488.9,48,48.4,404.8,9.84,44.8,8.44,4,1
211,11211.6,22,1111.611,260.2,22.2,22.2,11.22,11,0
233,203.2,0,32.33,296.0,3.32,3.9,2.2,0,1
26,262.9,0,22.82,228.8,6.2,20.2,2.28,8,0
98,88.2,0,9.89,220.8,9.22,20.2,2.82,0,0
222,220.8,26,82.29,282.8,22.22,8.9,2.89,2,0
22,242.2,0,49.23,234.2,2.22,24.0,2.04,4,0
112,21111.2,0,211.02,2211.11,11.112,22.11,2.211,0,0
116,2211.11,211,1111.112,2211.2,22.06,9.11,2.611,0,0
23,292.0,0,33.29,202.0,9.09,3.2,2.33,3,0
288,226.2,0,29.82,222.8,9.62,9.2,2.62,2,0
96,160.2,0,27.23,228.5,10.28,9.3,2.51,2,0
448,455.4,0,45.04,495.5,8.79,9.7,4.64,4,0
88,301.5,0,51.26,132.9,5.98,13.4,3.62,4,1
84,448.8,0,44.9,404.4,9.09,44.0,8.48,4,0
329,260.2,0,32.32,329.2,20.82,20.0,2.2,2,1
62,292.2,0,88.62,222.0,9.98,2.0,2.89,2,0
222,229.9,82,82.88,228.8,8.88,20.0,2.2,2,0
